Description,Word_No,Valence_Mean,Valence_Mean_SD,Arousal_Mean,Arousal_Mean_SD,Dominance_Mean,Dominance_Mean_SD,Word_Frequency,POS
jelly,238,5.62,(1.61),3.54,(2.17),4.29,(1.80),3,NOUN
jewel,239,7.24,(1.50),5.31,(2.49),5.86,(2.26),1,NOUN
joke,826,8.0,(1.76),6.82,(1.79),6.05,(1.82),22,NOUN
jolly,827,7.45,(1.88),5.45,(2.89),6.45,(1.61),4,PROPN
journal,828,5.32,(1.70),3.68,(2.38),5.64,(1.76),42,NOUN
joy,240,8.62,(0.70),6.73,(2.44),6.46,(2.14),40,PROPN
joyful,241,8.52,(0.85),5.81,(2.70),6.77,(1.98),1,NOUN
jug,829,5.0,(0.79),3.5,(2.04),4.9,(1.21),6,NOUN
justice,242,7.93,(1.13),5.71,(2.62),6.57,(2.10),114,NOUN
kerchief,830,4.81,(1.27),3.27,(2.31),5.15,(1.19),1,ADV
kerosene,243,4.77,(1.75),4.36,(2.55),4.8,(1.98),6,NOUN
ketchup,831,5.68,(1.29),4.52,(2.14),5.38,(1.83),1,VERB
kettle,832,5.25,(0.72),2.85,(1.98),5.05,(1.05),3,VERB
key,833,5.96,(1.65),3.5,(2.27),4.83,(1.74),88,NOUN
kick,834,4.1,(2.40),5.65,(2.06),5.7,(1.95),16,NOUN
kids,835,6.96,(2.34),5.27,(2.66),5.28,(2.21),32,NOUN
killer,244,1.43,(1.20),8.35,(1.43),4.52,(3.53),21,VERB
kind,245,7.62,(1.82),4.69,(2.58),6.17,(1.97),313,VERB
kindness,246,8.38,(0.94),3.76,(2.76),6.08,(2.88),5,NOUN
king,247,7.34,(1.67),5.48,(2.86),7.34,(2.21),88,NOUN
kiss,248,8.24,(1.70),7.55,(1.68),7.1,(2.21),17,VERB
kitten,517,7.0,(1.90),5.15,(2.49),6.81,(2.12),5,NOUN
knife,596,2.64,(1.78),5.77,(2.23),3.23,(1.90),76,VERB
knot,836,4.82,(1.30),4.62,(1.96),4.5,(1.43),8,NOUN
knowledge,249,7.6,(1.14),5.9,(2.38),7.2,(2.17),145,NOUN
lake,250,7.1,(1.50),3.86,(2.66),5.03,(2.28),54,PROPN
lamb,837,6.25,(1.57),3.42,(2.00),4.88,(1.60),7,VERB
lamp,838,5.75,(1.12),3.9,(2.15),5.55,(1.47),18,VERB
lantern,839,5.64,(1.29),4.0,(2.30),4.86,(1.62),13,PROPN
laughter,251,8.35,(1.31),6.7,(2.39),6.7,(2.20),22,VERB
lavish,840,6.8,(1.74),4.95,(2.61),5.8,(1.40),3,VERB
lawn,841,5.23,(0.87),3.82,(1.82),5.27,(1.24),15,NOUN
lawsuit,842,3.52,(2.29),5.5,(2.46),3.8,(1.94),1,VERB
lazy,843,4.33,(2.18),3.0,(2.49),4.0,(2.07),9,NOUN
leader,844,7.9,(1.45),6.35,(2.46),8.35,(1.23),74,NOUN
learn,252,7.27,(1.56),5.54,(2.28),6.54,(1.92),84,NOUN
legend,845,6.41,(1.47),4.27,(1.86),5.32,(1.59),26,PROPN
leisurely,253,7.0,(1.76),4.52,(2.52),5.25,(1.82),5,NUM
leprosy,254,2.09,(1.20),6.48,(2.31),4.0,(2.59),1,VERB
lesbian,597,3.38,(1.81),4.5,(1.79),4.92,(2.12),.,NOUN
letter,846,6.91,(1.63),4.64,(2.54),5.59,(1.53),145,PROPN
liberty,255,8.1,(1.19),5.47,(2.75),6.33,(2.37),46,NOUN
lice,256,2.12,(1.45),4.92,(2.34),3.6,(2.20),2,NOUN
lie,257,2.28,(1.55),6.25,(2.53),2.81,(2.25),59,NOUN
life,258,7.38,(1.70),6.26,(2.49),5.77,(2.53),715,PROPN
lightbulb,566,5.77,(1.42),4.38,(2.14),6.23,(1.77),.,VERB
lighthouse,847,5.58,(2.34),3.96,(2.51),5.38,(1.88),.,NOUN
lightning,598,4.0,(2.48),6.69,(1.76),3.62,(2.10),14,VERB
limber,848,5.9,(1.70),4.52,(2.44),5.86,(1.88),2,VERB
lion,518,5.54,(1.92),6.54,(1.86),3.62,(2.16),17,PROPN
listless,259,3.92,(1.62),3.58,(2.06),3.65,(1.65),1,NOUN
lively,849,7.42,(2.23),5.8,(2.84),6.08,(2.06),26,NOUN
locker,850,5.45,(0.89),3.35,(1.87),5.7,(1.42),9,PROPN
loneliness,260,1.59,(1.01),4.52,(3.00),2.42,(2.23),9,VERB
lonely,261,2.15,(2.01),4.92,(2.78),3.04,(2.34),25,VERB
loser,851,1.95,(1.40),5.05,(2.55),2.55,(2.04),1,VERB
lost,852,2.54,(1.90),5.77,(2.83),2.88,(1.63),173,NOUN
lottery,853,6.46,(2.39),5.76,(2.44),4.52,(2.31),1,PROPN
louse,262,2.15,(1.38),5.31,(1.85),3.19,(2.28),3,NOUN
love,263,8.77,(0.65),6.42,(3.49),7.12,(2.62),232,NOUN
loved,264,8.83,(0.47),6.69,(2.77),7.1,(2.23),56,NOUN
loyal,265,7.93,(1.60),5.24,(2.53),7.14,(1.94),18,PROPN
lucky,266,8.35,(0.88),6.15,(2.62),5.9,(2.02),21,PROPN
lump,854,3.58,(2.52),5.36,(2.78),4.2,(2.27),7,VERB
luscious,267,7.48,(1.08),4.96,(2.65),5.96,(1.64),2,PROPN
lust,519,6.92,(1.62),6.85,(1.78),4.88,(2.16),5,NOUN
luxury,268,8.03,(0.98),5.04,(3.00),6.43,(2.39),21,NOUN
machine,855,5.46,(1.64),3.83,(2.55),5.46,(1.89),103,NOUN
mad,856,2.52,(2.11),6.67,(2.24),5.95,(2.26),39,NOUN
madman,857,3.24,(2.62),5.88,(3.14),4.33,(2.96),2,NOUN
maggot,269,1.92,(1.32),5.54,(2.90),3.81,(2.28),2,VERB
magical,858,7.82,(1.50),5.86,(2.64),5.86,(2.17),12,VERB
mail,859,7.18,(1.71),5.55,(2.34),5.73,(1.61),47,NOUN
malaria,860,2.41,(1.44),4.81,(2.40),3.33,(2.20),3,PROPN
malice,270,2.38,(1.68),6.08,(2.90),4.77,(2.93),2,NOUN
man,537,7.19,(1.60),6.73,(1.61),4.81,(2.45),1207,NOUN
mangle,861,3.68,(2.21),5.14,(2.44),3.95,(1.65),.,VERB
maniac,862,3.2,(1.77),5.55,(2.96),4.2,(2.26),4,NOUN
manner,863,5.62,(1.66),4.41,(1.65),5.52,(1.57),124,NOUN
mantel,864,4.96,(1.12),2.88,(2.11),4.92,(1.21),3,VERB
manure,865,3.23,(1.74),4.27,(1.93),4.5,(0.91),6,NOUN
market,866,5.5,(1.01),3.55,(1.92),5.41,(1.50),155,NOUN
massacre,867,2.32,(2.03),5.43,(2.79),2.86,(2.22),1,VERB
masterful,271,7.0,(1.96),4.97,(3.10),7.31,(2.77),2,NOUN
masturbate,599,4.35,(1.85),5.27,(2.39),5.38,(2.21),.,VERB
material,868,5.25,(0.91),3.55,(2.21),5.05,(0.69),174,NOUN
measles,272,2.47,(2.08),5.38,(2.43),3.84,(2.22),2,VERB
medicine,869,5.76,(2.23),4.48,(2.29),4.59,(2.17),30,NOUN
meek,273,3.38,(1.60),4.19,(2.33),3.15,(2.27),10,VERB
melody,870,7.5,(1.40),5.2,(2.17),5.35,(1.69),21,VERB
memories,871,7.59,(1.62),6.0,(2.00),6.18,(1.94),15,ADV
memory,274,6.4,(1.50),5.4,(2.04),5.1,(2.00),76,NOUN
menace,275,2.68,(1.55),5.72,(2.21),4.81,(2.00),9,VERB
merry,872,8.09,(1.60),5.5,(2.72),6.45,(1.97),8,PROPN
messy,873,3.16,(1.64),3.79,(2.72),4.0,(1.53),3,VERB
metal,874,4.8,(1.01),3.75,(2.00),5.4,(0.94),61,NUM
method,875,5.2,(1.40),3.25,(2.02),5.05,(1.10),142,NOUN
mighty,276,6.88,(2.30),5.81,(2.23),7.4,(2.10),29,NOUN
mildew,277,3.08,(1.44),4.08,(1.81),4.27,(1.89),1,VERB
milk,876,5.45,(2.31),2.8,(2.09),5.5,(1.10),49,NOUN
millionaire,278,7.92,(1.47),6.35,(2.54),7.19,(2.00),2,VERB
mind,877,6.85,(1.53),4.75,(2.67),6.4,(1.96),325,ADV
miracle,279,8.72,(0.61),7.72,(1.81),5.32,(2.53),16,NOUN
mischief,878,5.73,(2.21),5.77,(1.77),5.57,(1.89),5,NOUN
misery,879,1.59,(1.62),5.36,(2.74),2.18,(1.26),15,NOUN
mistake,880,2.54,(1.47),5.21,(2.41),3.17,(1.99),34,PROPN
mobility,881,6.95,(1.70),4.59,(2.24),6.41,(1.47),8,NOUN
modest,280,5.81,(1.30),3.65,(2.31),4.85,(2.38),29,NOUN
mold,882,3.19,(1.63),4.14,(2.40),4.14,(2.03),45,VERB
moment,281,5.92,(1.63),3.38,(2.08),4.73,(1.87),246,NOUN
money,282,7.45,(1.35),6.0,(2.51),6.21,(2.25),265,VERB
month,283,5.07,(1.16),4.0,(1.83),4.86,(1.27),130,NOUN
moody,883,2.96,(1.57),4.33,(2.50),4.25,(1.57),5,NOUN
moral,884,6.45,(1.15),4.4,(2.21),6.0,(2.13),142,NOUN
morbid,284,2.62,(2.14),5.22,(2.77),4.19,(2.71),1,VERB
morgue,285,1.7,(1.15),5.26,(3.09),3.04,(1.72),1,NOUN
mosquito,885,2.3,(1.38),4.85,(2.68),4.3,(1.92),1,PROPN
mother,286,8.74,(0.75),6.74,(2.38),6.52,(1.97),216,NOUN
mountain,287,6.86,(1.52),5.27,(2.39),4.95,(2.01),33,PROPN
movie,288,6.93,(1.49),4.86,(2.67),5.17,(1.73),29,VERB
mucus,886,2.8,(2.12),3.4,(2.46),4.4,(1.73),2,NOUN
muddy,887,4.15,(2.20),4.44,(2.24),4.68,(1.97),10,NOUN
muffin,888,6.77,(2.14),5.19,(2.50),5.48,(1.69),.,NOUN
murderer,289,1.42,(0.81),7.42,(2.14),3.5,(2.97),19,VERB
muscular,290,7.09,(1.35),5.29,(2.15),6.45,(2.16),16,VERB
museum,889,5.62,(1.63),3.0,(1.76),5.24,(1.67),32,NOUN
mushroom,567,5.5,(2.18),4.5,(2.20),5.19,(2.14),2,NOUN
music,291,8.43,(0.90),5.13,(3.48),6.87,(2.46),216,NOUN
mutation,890,3.56,(2.33),4.85,(2.62),3.84,(2.21),.,PROPN
mutilate,292,1.97,(1.57),6.03,(3.13),3.0,(2.51),3,NOUN
mystic,891,6.04,(2.35),5.38,(2.79),5.58,(1.95),3,NOUN
naked,892,5.83,(2.62),5.78,(2.49),5.52,(1.90),32,PROPN
name,893,5.21,(2.47),3.83,(2.43),5.0,(1.84),294,PROPN
narcotic,894,4.09,(2.58),5.33,(2.65),4.19,(2.69),2,PROPN
nasty,895,3.12,(2.39),4.84,(2.54),4.96,(2.44),5,VERB
natural,896,6.62,(1.60),3.62,(2.38),5.58,(1.70),156,PROPN
nature,293,7.77,(1.34),4.24,(2.45),4.92,(2.41),191,PROPN
nectar,294,6.96,(1.40),4.08,(2.33),4.38,(1.47),3,PROPN
needle,897,3.62,(1.83),5.62,(3.09),3.85,(2.20),15,PROPN
neglect,898,1.9,(1.12),5.15,(2.52),3.75,(2.59),12,PROPN
nervous,899,2.91,(1.54),7.5,(1.74),3.05,(1.81),24,PROPN
neurotic,900,4.08,(2.36),5.42,(2.89),4.4,(2.25),10,PROPN
news,901,5.1,(1.87),5.73,(1.72),4.1,(1.79),102,PROPN
nice,902,6.35,(2.88),4.12,(2.49),5.24,(2.37),75,PROPN
nightmare,295,1.57,(1.53),7.65,(2.48),3.09,(3.01),9,PROPN
nipple,903,5.48,(1.66),4.73,(2.46),5.4,(1.83),.,NOUN
noisy,904,4.95,(2.15),6.59,(1.84),4.91,(1.80),6,PROPN
nonchalant,296,4.77,(0.86),3.12,(1.93),4.38,(1.44),1,VERB
nonsense,905,4.18,(1.44),3.55,(1.92),4.41,(1.47),13,PROPN
noose,906,3.35,(1.60),4.05,(1.96),4.35,(1.90),3,PROPN
nourish,907,6.7,(1.42),4.15,(2.76),5.95,(1.61),.,PROPN
nude,520,5.88,(0.91),5.73,(1.59),5.12,(2.03),20,NOUN
nuisance,908,2.85,(1.87),4.6,(2.96),4.16,(1.91),5,PROPN
nun,909,5.23,(2.05),2.81,(1.86),4.92,(1.83),2,PROPN
nurse,538,5.77,(2.16),4.81,(1.77),4.65,(2.33),17,NOUN
nursery,910,6.31,(2.45),4.64,(3.03),5.48,(2.42),13,PROPN
obesity,911,2.81,(2.14),4.52,(3.02),3.52,(2.55),5,NOUN
obey,912,4.52,(1.78),4.38,(1.40),4.14,(2.44),8,NOUN
obnoxious,913,3.05,(2.50),5.0,(2.77),5.19,(2.71),5,PROPN
obscene,914,3.48,(2.12),4.62,(2.25),4.16,(1.99),2,PROPN
obsession,915,3.69,(1.89),6.19,(2.43),4.23,(2.23),5,VERB
ocean,297,7.28,(1.83),4.76,(2.87),5.83,(2.59),34,VERB
odd,916,4.46,(2.25),4.12,(2.44),4.79,(1.79),44,PROPN
offend,917,2.23,(1.23),5.41,(2.48),3.45,(2.11),4,PROPN
office,568,5.19,(1.27),4.08,(2.04),5.88,(2.01),255,VERB
opinion,298,6.58,(1.47),5.08,(2.40),5.16,(1.97),96,PROPN
optimism,918,7.8,(1.70),5.9,(2.59),6.85,(1.93),15,PROPN
option,919,6.76,(1.37),4.95,(1.83),6.73,(1.64),5,NUM
orchestra,299,6.31,(1.49),3.75,(2.38),5.07,(1.92),60,NOUN
orgasm,920,8.19,(1.36),8.27,(1.08),6.95,(2.04),7,PROPN
outdoors,521,7.58,(1.21),6.35,(2.45),6.23,(2.18),6,NOUN
outrage,921,3.35,(2.03),7.15,(2.18),5.8,(2.65),4,ADV
outstanding,922,7.96,(1.90),6.44,(2.60),6.38,(2.50),37,NOUN
overcast,923,3.33,(1.65),2.95,(1.77),4.14,(1.62),9,PROPN
overwhelmed,300,3.88,(2.64),7.29,(1.97),3.41,(2.41),4,PROPN
owl,522,5.58,(1.33),3.96,(1.73),5.65,(1.72),2,ADJ
pain,301,1.54,(1.63),7.12,(2.52),3.27,(2.72),88,VERB
paint,924,6.05,(1.80),3.86,(2.41),5.86,(1.90),37,PROPN
palace,302,7.65,(1.50),5.29,(2.71),5.48,(2.28),38,PROPN
pamphlet,925,4.73,(0.98),3.81,(2.09),4.62,(1.24),3,PROPN
pancakes,523,5.62,(2.14),4.19,(2.30),5.35,(1.72),.,NOUN
panic,601,2.73,(1.69),7.5,(1.56),2.85,(1.35),22,PROPN
paper,303,5.13,(1.14),2.52,(1.78),4.48,(1.75),157,NOUN
paradise,304,8.85,(0.37),4.4,(3.28),5.55,(3.00),12,NOUN
paralysis,926,1.64,(1.09),4.64,(2.90),2.55,(1.84),6,PROPN
part,927,5.12,(1.93),3.23,(2.42),4.88,(1.68),500,NOUN
party,305,8.35,(1.70),6.76,(3.06),6.0,(2.57),216,NOUN
passage,928,5.12,(1.58),4.31,(2.26),4.85,(1.16),49,NOUN
passion,306,8.1,(1.32),7.1,(2.78),6.1,(2.26),28,PROPN
pasta,524,6.69,(1.62),5.0,(2.00),5.92,(1.79),.,PROPN
patent,307,5.1,(0.86),3.68,(1.81),4.68,(1.68),35,NOUN
patient,929,5.86,(1.82),4.23,(2.52),5.52,(2.46),86,NOUN
patriot,930,6.59,(1.56),4.05,(2.34),5.32,(1.09),10,PROPN
peace,308,8.2,(1.20),2.05,(2.04),5.2,(3.35),198,VERB
penalty,931,2.55,(1.43),5.55,(2.21),3.65,(1.27),14,NOUN
pencil,309,5.19,(0.69),3.19,(1.92),4.88,(1.95),34,NOUN
penis,932,6.25,(1.71),6.0,(2.45),5.9,(1.68),.,NOUN
penthouse,933,6.73,(1.67),4.91,(2.47),6.18,(1.56),1,NOUN
people,525,7.77,(1.63),6.73,(2.15),6.19,(2.37),847,NOUN
perfection,310,6.97,(2.10),6.32,(2.56),6.58,(2.33),11,NOUN
perfume,934,7.23,(1.38),4.91,(2.35),5.86,(1.91),10,PROPN
person,311,6.22,(1.84),4.42,(2.66),5.13,(2.05),175,VERB
pervert,312,2.08,(1.41),6.28,(2.49),4.35,(2.90),1,PROPN
pest,313,2.76,(1.59),5.77,(2.08),5.52,(1.92),4,NOUN
pet,935,7.8,(1.40),5.15,(2.62),6.1,(2.47),8,NOUN
phase,936,5.14,(1.06),4.57,(1.47),4.55,(1.77),72,PROPN
pie,314,6.38,(2.16),3.81,(2.53),5.42,(2.14),14,NOUN
pig,937,5.05,(1.82),3.65,(2.48),4.55,(1.47),8,PROPN
pillow,315,7.95,(1.61),2.45,(2.04),4.6,(2.23),8,VERB
pinch,938,3.25,(1.52),4.35,(1.84),4.3,(1.66),6,PROPN
pistol,939,2.73,(1.80),6.09,(2.45),3.41,(2.36),27,PROPN
pity,940,3.05,(1.62),4.14,(2.22),3.81,(1.63),14,VERB
pizza,526,6.5,(2.14),5.38,(2.00),6.04,(1.75),3,NOUN
plain,941,4.0,(1.58),3.68,(2.40),4.71,(2.00),48,PROPN
plane,539,6.54,(1.82),6.2,(2.42),4.77,(2.37),114,PROPN
plant,316,5.88,(2.08),3.81,(2.48),4.88,(2.29),125,VERB
pleasure,317,8.38,(0.86),5.59,(2.96),6.28,(2.31),62,PROPN
poetry,318,6.23,(1.66),3.76,(2.63),5.28,(2.07),88,NOUN
poison,319,1.81,(1.06),6.62,(2.86),3.27,(2.69),10,NOUN
politeness,320,7.43,(1.04),3.74,(2.38),6.13,(1.87),5,NOUN
pollute,321,1.77,(1.07),6.04,(2.59),4.5,(2.57),1,PROPN
poster,942,5.25,(1.59),3.33,(2.08),4.88,(1.70),4,VERB
poverty,322,1.46,(0.76),4.84,(2.75),2.8,(2.24),20,NOUN
power,323,6.12,(2.42),6.44,(2.06),7.28,(2.11),342,VERB
powerful,324,6.81,(1.74),5.8,(2.75),7.12,(2.59),63,NOUN
prairie,325,5.93,(1.33),3.26,(1.93),4.39,(1.89),21,NOUN
present,943,7.32,(1.64),4.68,(2.59),6.14,(1.67),377,PROPN
pressure,944,3.27,(1.93),6.55,(2.15),3.77,(2.41),185,NOUN
prestige,945,7.09,(2.14),5.59,(2.38),6.77,(2.11),29,PROPN
pretty,326,7.85,(1.09),5.37,(2.31),6.05,(2.11),107,VERB
prick,946,3.45,(1.65),5.27,(2.31),4.24,(1.70),2,NOUN
pride,327,7.22,(2.03),5.84,(2.26),7.28,(2.08),42,PROPN
priest,328,6.65,(1.65),3.71,(2.71),4.88,(1.96),16,PROPN
prison,329,1.97,(1.15),5.61,(2.22),4.04,(2.32),42,NOUN
privacy,330,5.96,(1.48),4.23,(1.70),6.12,(1.51),12,NOUN
profit,331,7.54,(1.21),6.27,(1.80),5.65,(2.37),28,PROPN
progress,947,8.0,(1.30),6.29,(2.53),7.18,(1.92),120,NOUN
promotion,332,8.28,(0.96),6.74,(2.41),6.77,(2.31),26,NOUN
protected,333,8.12,(1.09),4.08,(3.29),6.19,(2.95),31,PROPN
proud,334,8.0,(1.78),5.39,(3.23),6.74,(2.78),50,NOUN
pungent,948,3.5,(2.01),4.3,(2.18),4.45,(1.28),4,NOUN
punishment,335,2.12,(1.37),6.0,(2.37),3.48,(2.38),21,NOUN
puppy,336,7.66,(1.74),5.76,(2.85),5.76,(2.31),2,NOUN
pus,602,2.88,(1.68),4.73,(1.85),4.31,(1.54),.,PROPN
putrid,337,2.12,(1.62),5.88,(2.23),4.92,(2.12),.,NOUN
python,949,3.12,(2.12),6.62,(2.12),3.27,(1.97),14,VERB
quality,950,6.15,(1.52),4.46,(2.28),5.38,(1.65),114,NOUN
quarrel,338,2.5,(2.06),6.44,(2.92),4.0,(2.35),20,NOUN
quart,951,5.33,(2.18),3.17,(2.57),4.92,(1.82),3,NOUN
queen,952,7.1,(1.48),4.8,(2.46),6.35,(2.11),41,PROPN
quick,953,6.59,(1.65),6.5,(1.68),6.5,(1.92),68,NOUN
quiet,339,5.52,(1.95),2.94,(2.27),4.16,(2.21),76,PROPN
rabbit,527,6.73,(2.07),4.38,(2.35),6.12,(1.75),11,PROPN
rabies,340,1.86,(1.01),6.1,(2.55),3.79,(2.39),1,NOUN
radiant,954,7.04,(2.24),5.67,(2.85),5.38,(2.24),8,PROPN
radiator,955,4.82,(0.66),3.64,(1.76),4.86,(0.83),4,NOUN
radio,341,6.77,(1.42),4.46,(2.79),5.15,(1.78),120,PROPN
rage,342,2.35,(1.64),8.09,(1.50),4.96,(3.21),16,PROPN
rain,569,4.81,(2.40),3.62,(2.37),4.38,(1.39),70,PROPN
rainbow,343,8.25,(1.12),4.45,(3.09),4.6,(2.52),4,NOUN
rancid,956,4.24,(2.26),4.81,(2.32),4.04,(1.84),.,PROPN
rape,344,1.08,(0.27),7.38,(2.89),2.85,(3.15),5,ADJ
rat,345,2.82,(1.70),5.14,(2.48),4.11,(1.97),6,NOUN
rattle,346,4.85,(0.97),4.35,(2.38),4.31,(1.59),5,PROPN
razor,957,4.68,(2.29),4.96,(2.35),4.64,(1.78),15,PROPN
red,570,6.46,(1.84),5.62,(1.94),6.19,(1.70),197,NOUN
refreshment,347,7.28,(1.33),4.68,(2.78),5.0,(1.83),2,VERB
regretful,348,2.25,(1.55),5.75,(2.30),3.19,(2.52),1,PROPN
rejected,349,1.38,(0.83),6.26,(2.67),2.45,(2.47),33,NOUN
relaxed,350,7.39,(1.59),1.87,(1.71),5.52,(2.19),14,VERB
repentant,351,5.86,(2.12),5.05,(2.10),5.68,(1.86),1,VERB
reptile,958,4.27,(1.99),5.23,(2.30),4.38,(1.72),.,PROPN
rescue,352,7.5,(1.40),5.95,(2.78),6.2,(2.19),15,NOUN
resent,959,3.64,(2.28),4.9,(1.81),5.1,(2.17),8,PROPN
reserved,353,4.87,(1.89),3.38,(1.95),3.94,(1.71),27,PROPN
respect,354,7.95,(1.05),5.25,(2.51),7.4,(1.73),125,PROPN
respectful,355,7.34,(1.01),5.0,(2.57),5.89,(2.41),4,PROPN
restaurant,960,6.9,(1.62),4.65,(2.56),5.15,(1.42),41,PROPN
reunion,961,6.5,(2.84),6.58,(2.38),5.5,(1.82),11,VERB
reverent,356,5.2,(1.32),3.8,(1.51),4.5,(1.70),3,PROPN
revolt,357,4.24,(1.81),6.41,(2.41),6.0,(1.85),8,PROPN
revolver,962,2.48,(1.78),5.82,(2.70),3.1,(2.26),14,PROPN
reward,358,7.78,(1.73),5.23,(2.79),6.13,(2.16),15,PROPN
riches,359,7.85,(2.15),5.96,(2.82),6.88,(2.60),2,PROPN
ridicule,360,2.62,(2.25),6.54,(2.69),3.73,(2.89),5,PROPN
rifle,603,2.62,(1.96),6.23,(2.18),2.96,(2.14),63,NOUN
rigid,963,3.25,(1.78),4.58,(2.28),4.42,(1.91),24,VERB
riot,361,2.5,(2.04),6.58,(2.79),4.35,(2.78),7,PROPN
river,362,6.93,(1.73),4.69,(2.54),5.34,(2.02),165,NOUN
roach,363,1.95,(1.59),7.5,(2.24),4.5,(3.00),2,PROPN
robber,964,2.18,(1.68),5.81,(2.80),3.0,(2.30),2,PROPN
rock,965,5.32,(1.17),4.81,(2.27),5.05,(1.99),75,PROPN
rollercoaster,528,8.23,(1.42),8.5,(1.03),5.0,(2.74),.,PROPN
romantic,364,8.45,(0.86),7.36,(2.44),6.05,(2.24),32,PROPN
rotten,365,2.0,(1.31),4.7,(2.29),4.22,(2.15),2,NOUN
rough,966,4.76,(2.23),5.68,(2.25),4.81,(1.72),41,NOUN
rude,366,2.35,(2.06),6.26,(2.36),4.61,(2.35),6,PROPN
runner,571,5.69,(1.83),5.62,(2.25),5.15,(1.93),1,PROPN
rusty,367,3.84,(1.61),3.59,(2.08),4.39,(1.69),8,VERB
sad,368,1.43,(0.84),4.09,(2.48),3.0,(2.09),35,NOUN
safe,967,7.71,(1.33),3.75,(2.91),5.83,(2.32),58,NOUN
sailboat,529,7.96,(1.28),5.0,(3.10),5.92,(1.70),1,PROPN
saint,968,7.05,(1.53),4.0,(2.31),5.59,(2.06),16,NOUN
salad,369,5.91,(1.67),3.84,(2.24),5.38,(1.91),9,PROPN
salute,370,6.2,(1.58),5.45,(2.31),5.35,(1.98),3,ADV
sapphire,371,7.21,(1.80),4.93,(2.70),5.59,(2.24),.,NOUN
satisfied,372,8.12,(0.99),5.12,(2.83),6.5,(2.10),36,NOUN
save,969,6.65,(2.03),4.8,(1.99),5.75,(1.80),62,PROPN
savior,373,7.72,(1.62),5.76,(3.01),6.66,(2.13),6,NOUN
scalding,970,2.58,(2.06),5.31,(2.69),3.88,(2.27),1,NOUN
scandal,971,2.68,(1.73),5.27,(2.41),3.91,(1.66),8,NOUN
scapegoat,972,3.52,(1.66),4.5,(2.24),3.48,(1.63),1,NOUN
scar,973,3.18,(1.99),4.91,(2.45),3.55,(1.63),10,VERB
scared,604,2.08,(1.44),6.81,(2.00),2.42,(2.00),21,PROPN
scholar,374,7.35,(1.47),5.17,(2.62),6.96,(1.94),15,NOUN
scissors,974,4.95,(1.28),5.0,(1.34),5.36,(1.89),1,NOUN
scorching,975,3.95,(2.06),5.32,(2.40),4.05,(2.11),.,PROPN
scorn,375,2.72,(2.09),5.45,(2.68),3.69,(2.79),4,NOUN
scornful,376,2.27,(1.51),5.69,(2.68),4.42,(2.61),5,NOUN
scorpion,976,3.75,(3.04),6.42,(2.67),3.92,(2.60),.,NOUN
scream,605,3.73,(2.13),7.38,(1.44),4.81,(2.40),13,NOUN
scum,377,2.04,(1.24),4.72,(2.41),4.46,(1.96),.,VERB
scurvy,378,2.96,(1.95),4.92,(2.66),4.6,(2.63),1,PROPN
seasick,379,1.96,(1.25),6.15,(2.82),3.38,(2.61),.,NOUN
seat,380,5.17,(0.89),3.17,(1.64),5.0,(1.71),54,NOUN
secure,381,8.0,(1.29),3.24,(2.73),6.12,(2.77),30,NOUN
selfish,382,2.04,(1.31),5.58,(2.56),4.33,(2.50),8,NOUN
sentiment,977,6.12,(1.86),4.5,(2.16),5.35,(1.23),23,NOUN
serious,383,4.82,(1.49),4.0,(1.73),4.93,(1.51),116,NOUN
severe,978,2.38,(1.50),5.48,(2.23),3.5,(1.95),39,NOUN
sex,384,7.55,(1.88),6.85,(2.23),5.25,(2.10),84,PROPN
sexy,530,7.88,(1.28),7.24,(1.67),6.38,(2.45),2,PROPN
shadow,385,4.29,(1.32),4.56,(2.27),4.26,(1.77),36,NOUN
shamed,386,2.05,(1.23),5.8,(2.31),2.8,(2.17),1,NOUN
shark,606,3.5,(2.34),7.08,(2.02),2.42,(1.75),.,NOUN
sheltered,387,5.95,(1.93),3.95,(1.67),3.5,(2.12),4,PROPN
ship,388,5.75,(1.71),4.75,(2.59),5.4,(2.48),83,NOUN
shotgun,979,2.82,(1.97),6.41,(2.15),4.0,(2.45),8,NOUN
shriek,980,3.75,(2.17),5.75,(2.91),4.12,(1.96),5,PROPN
shy,389,4.68,(2.17),3.69,(2.31),3.65,(2.28),13,NOUN
sick,607,1.69,(1.05),4.15,(2.65),2.92,(1.65),51,NOUN
sickness,390,2.08,(1.38),5.36,(2.77),3.08,(2.27),6,NOUN
silk,391,7.16,(1.40),3.5,(2.62),4.84,(2.10),12,NOUN
silly,981,7.73,(1.75),5.5,(2.26),6.23,(2.16),15,PROPN
sin,392,2.5,(1.66),6.15,(2.24),3.31,(2.36),53,NOUN
sinful,393,2.88,(2.45),6.27,(2.75),4.31,(2.91),3,NOUN
sissy,394,2.81,(1.67),5.23,(2.67),2.92,(2.53),.,NOUN
skeptical,395,4.2,(1.38),4.62,(1.92),4.24,(1.54),7,NOUN
skijump,531,7.08,(1.65),7.35,(1.79),4.46,(2.30),.,PROPN
skull,608,3.96,(1.54),4.12,(1.86),4.77,(1.45),3,PROPN
sky,572,7.46,(1.42),4.19,(2.00),5.31,(1.78),58,NOUN
skyscraper,573,5.73,(1.78),5.81,(2.37),4.31,(2.28),2,NOUN
slap,396,2.56,(1.39),6.58,(2.64),4.38,(2.38),2,NOUN
